MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
0.2857142857142857,0.3893805309734513,0.203125,0.6666666666666665,0.3999999999999999,0.9416666666666664,0.8833333333333329,0.3356164383561644,0.4289185905224787,0.0,0.08556759840273816,0.38506522717049035,0.28034371643394196,0.5607353906762967,0.0,0.5366614664586584,1.0,0.0,0.5,1.0,0.5,0.0,0.7142857142857142,0.0,0.9270833333333321,0.6666666666666666,0.5254074784276126,0.0,0.27232142857142855,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.4818314034172282
0.0,0.5221238938053097,0.23579545454545453,0.5,1.0,0.716666666666665,0.43333333333333,0.0,0.5941676792223571,0.0,0.16200798630918425,0.5677013045434098,0.4983888292158969,0.0,0.0,0.3619344773790952,0.0,0.0,0.5,0.0,0.5,0.0,0.42857142857142855,0.5,0.6458333333333321,0.6666666666666666,0.44103547459252157,0.691415313225058,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.40689218744795885
0.2857142857142857,0.41592920353982304,0.28267045454545453,0.6666666666666665,0.3999999999999999,0.9250000000000007,0.8666666666666671,0.2773972602739726,0.29526123936816523,0.0,0.2475755847119224,0.413855150697256,0.3147153598281418,0.5686145764937622,0.0,0.5663026521060843,1.0,0.0,0.5,1.0,0.5,0.0,0.42857142857142855,0.5,0.90625,0.6666666666666666,0.582933844678811,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,0.5234643011779334
0.35714285714285715,0.3451327433628318,0.234375,0.6666666666666665,0.3999999999999999,0.20833333333333393,0.3333333333333357,0.0,0.1312272174969623,0.0,0.30804335424985735,0.340080971659919,0.33673469387755095,0.49638870650032824,0.0,0.5393915756630265,1.0,0.0,0.0,0.0,0.5,0.0,0.5714285714285714,0.5,0.875,1.0,0.6155321188878236,0.0,0.15625,0.06177218137017134,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.29170783697667446
0.2857142857142857,0.5575221238938053,0.36818181818181817,0.8333333333333333,0.3999999999999999,0.9166666666666679,0.8333333333333357,0.5993150684931506,0.3979343863912515,0.0,0.27952082144894463,0.5150697255960414,0.43555316863587534,0.6913985554826001,0.0,0.7269890795631826,1.0,0.0,0.5,1.0,0.75,0.0,0.857142857142857,0.5,0.8958333333333321,1.0,0.8015340364333653,0.44547563805104406,0.375,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5,0.5970157538885126
0.2142857142857143,0.5663716814159292,0.3640625,0.33333333333333326,0.3999999999999999,0.8583333333333343,0.75,0.0,0.4447144592952612,0.0,0.03650884198516828,0.35807467386414754,0.2481203007518797,0.3716349310571241,0.0,0.40093603744149764,1.0,0.0,0.0,1.0,0.0,0.0,0.28571428571428564,0.0,0.8229166666666643,0.6666666666666666,0.4602109300095877,0.09280742459396751,0.13392857142857142,0.0,0.000695894224077939,0.0,0.0,0.5384615384615384,0.8181818181818182,0.75,0.3000344165288155
0.0,0.4778761061946903,0.24954545454545457,0.8333333333333333,0.3999999999999999,0.9499999999999993,0.9166666666666643,0.3184931506849315,0.8317132442284325,0.0,0.18083285795778664,0.7584345479082322,0.7303974221267454,0.0,0.0,0.5304212168486739,1.0,0.0,0.5,0.0,0.5,0.0,0.5714285714285714,0.5,0.9375,0.6666666666666666,0.6097794822627037,0.5916473317865429,0.2544642857142857,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.7552207653791924
0.2857142857142857,0.42161980508569513,0.2580113636363636,0.6666666666666665,0.6000000000000001,0.6916666666666664,0.38333333333333286,0.410958904109589,0.5218712029161603,0.06666666666666667,0.12321734169994294,0.49797570850202433,0.4151450053705692,0.6454366382140512,0.0,0.6848673946957878,1.0,0.0,0.5,1.0,0.5,0.0,0.5714285714285714,1.0,0.6145833333333321,0.6666666666666666,0.4640460210930009,0.5452436194895591,0.9107142857142857,0.06177218137017134,0.0,0.0,0.0,0.2692307692307692,0.9090909090909091,0.75,0.45823942801949524
0.2142857142857143,0.2654867256637168,0.13693181818181818,0.6666666666666665,0.3999999999999999,0.341666666666665,0.0,0.0,0.0,0.0,0.5430690245293782,0.42825011246063877,0.3694951664876477,0.49376231122783976,0.0,0.561622464898596,0.0,0.0,0.5,0.0,0.25,0.0,0.7142857142857142,1.0,0.17708333333333215,0.6666666666666666,0.44870565675934804,0.2088167053364269,0.0,0.06177218137017134,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,0.26367501915113295
0.2372736418511066,0.25663716814159293,0.17386363636363636,0.33333333333333326,0.6000000000000001,0.40833333333333144,0.0,0.0,0.517010935601458,0.0,0.07986309184255562,0.4457939721097616,0.3990332975295381,0.0,0.0,0.28978159126365055,1.0,0.0,0.0,0.0,0.25,0.0,0.28571428571428564,1.0,0.2604166666666643,0.3333333333333333,0.1965484180249281,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23064625359430685
0.0,0.43362831858407075,0.28125,0.33333333333333326,0.3999999999999999,0.625,0.25,0.0,0.5504252733900364,0.0,0.07644038790644608,0.46783625730994155,0.37916219119226635,0.0,0.0,0.2753510140405616,1.0,0.0,0.0,0.0,0.5,0.0,0.28571428571428564,0.0,0.53125,0.3333333333333333,0.3681687440076702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.2625648085441808
0.2857142857142857,0.5663716814159292,0.3018181818181818,1.0,0.3999999999999999,0.9583333333333321,0.93333333333333,0.48972602739726023,0.606318347509113,0.0,0.10096976611523102,0.5285650022492128,0.4554242749731471,0.7498358502954694,0.0,0.7761310452418098,1.0,0.0,1.0,0.0,0.75,0.0,0.4881535539338198,1.0,0.9479166666666643,1.0,0.7056567593480345,0.3410672853828306,0.09375,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.8606907730396456
0.0,0.42161980508569513,0.33147727272727273,0.33333333333333326,0.6000000000000001,0.6000000000000014,0.20000000000000284,0.0,0.44775212636695016,0.0,0.09982886480319451,0.4102564102564103,0.31041890440386677,0.0,0.0,0.22542901716068642,1.0,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.0,0.5,0.3333333333333333,0.3374880153403643,0.3248259860788863,0.0,0.0,0.0,0.025606169531403176,0.0,0.0,0.7272727272727273,0.5,0.30280994304619585
0.0,0.6194690265486726,0.2656818181818182,0.6666666666666665,0.3999999999999999,0.966666666666665,0.9500000000000028,0.523972602739726,0.0,0.0,0.8522532800912721,0.6720647773279352,0.6229860365198711,0.0,0.0,0.452418096723869,0.0,0.0,0.5,0.0,0.5,0.0,0.5714285714285714,0.5,0.9583333333333321,1.0,0.8053691275167785,0.37122969837587005,0.14732142857142858,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.6788937861512329
0.0,0.42161980508569513,0.27329545454545456,0.5,0.3999999999999999,0.5833333333333321,0.1666666666666643,0.363013698630137,0.445321992709599,0.0,0.2966343411294923,0.5636527215474584,0.49355531686358745,0.0,0.0,0.358424336973479,1.0,0.0,0.0,1.0,0.25,0.0,0.28571428571428564,0.5,0.4791666666666643,0.3333333333333333,0.3374880153403643,0.0,0.9508928571428571,0.9513513513513514,0.0,0.0,0.0,0.0,0.36363636363636365,0.5,0.33889178777214035
0.17857142857142855,0.2654867256637168,0.13693181818181818,0.6666666666666665,1.0,0.3249999999999993,0.8500000000000014,0.0,0.0,0.0,0.47461494580718766,0.37426900584795325,0.27926960257787325,0.0,0.0,0.20280811232449297,0.0,0.0,0.0,0.0,0.25,0.0,0.28571428571428564,0.0,0.8020833333333321,0.6666666666666666,0.5522531160115053,0.11136890951276102,0.5,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,0.2695036248376317
0.0,0.42161980508569513,0.2824147727272727,0.5,0.8,0.6666666666666679,0.3333333333333357,0.3082191780821918,0.35115431348724174,0.0,0.24301197946377637,0.4516419253261359,0.3598281417830289,0.0,0.0,0.26131045241809675,1.0,0.0,0.0,0.0,0.25,0.0,0.28571428571428564,0.5,0.5833333333333321,0.6666666666666666,0.4602109300095877,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.1818181818181818,1.0,0.3166875756330976
0.49999999999999994,0.45132743362831856,0.26963068181818184,0.16666666666666663,0.3999999999999999,0.6416666666666657,0.28333333333333144,0.0,0.0,0.0,0.0,0.0,0.5166487647690655,0.0,0.0,0.375195007800312,0.0,0.0,0.5,0.0,0.25,0.0,0.42857142857142855,0.0,0.5520833333333321,0.6666666666666666,0.4947267497603068,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.8181818181818182,0.0,0.15293151110765713
0.0,0.39823008849557523,0.3521306818181818,0.33333333333333326,0.3999999999999999,0.9499999999999993,0.8999999999999986,0.0,0.3924665856622114,0.0,0.266970907016543,0.5011246063877643,0.4189044038668098,0.0,0.0,0.3042121684867395,1.0,0.0,0.0,1.0,0.5,0.0,0.42857142857142855,0.0,0.9375,0.6666666666666666,0.5522531160115053,0.0,0.45535714285714285,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.3444428408069011
0.0,0.43362831858407075,0.1778409090909091,0.33333333333333326,0.6000000000000001,0.5666666666666664,0.25,0.0,0.30619684082624543,0.0,0.29948659440958353,0.4628879892037787,0.5397422126745435,0.0,0.0,0.39196567862714515,0.0,0.0,0.0,0.0,0.5,0.0,0.42857142857142855,0.0,0.45833333333333215,0.3333333333333333,0.28187919463087246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.28893231045929413
0.2857142857142857,0.7079646017699115,0.36690340909090907,0.8333333333333333,0.3999999999999999,0.9583333333333321,0.93333333333333,0.6506849315068493,0.0,0.0,0.6605818596691386,0.5209176788124157,0.4425349087003222,0.7997373604727511,0.0,0.796411856474259,0.0,0.0,1.0,1.0,0.75,0.0,0.857142857142857,0.5,0.9479166666666643,1.0,0.8178331735378714,0.5568445475638051,0.6875,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.8060129006472527
0.17857142857142855,0.3185840707964602,0.1746875,0.6666666666666665,0.8,0.33333333333333215,0.0,0.0,0.0,0.0,0.36337706788362806,0.28654970760233917,0.4156820622986036,0.0,0.0,0.30187207488299533,0.0,0.0,0.0,0.0,0.5,0.0,0.42857142857142855,0.5,0.1666666666666643,0.3333333333333333,0.2684563758389262,0.0,0.0,0.06177218137017134,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.29004252106624623
0.0,0.4778761061946903,0.23982954545454543,0.8333333333333333,0.3999999999999999,0.9333333333333336,0.8666666666666671,0.4811643835616438,0.0,0.0,0.3132965674388666,0.799370220422852,0.7846401718582169,0.0,0.0,0.5698127925117005,0.0,0.0,0.5,0.0,0.5,0.0,0.5714285714285714,0.5,0.9166666666666643,0.6666666666666666,0.5119846596356663,0.3967517401392111,0.7098214285714285,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,0.5415052235409057
0.7142857142857142,0.20353982300884954,0.08306818181818182,0.33333333333333326,0.8,0.716666666666665,0.43333333333333,0.0,0.5103280680437423,0.0,0.11409013120365087,0.46783625730994155,0.3899033297529537,0.0,0.0,0.28315132605304216,1.0,0.0,0.0,0.0,0.5,0.0,0.42857142857142855,0.5,0.6458333333333321,0.6666666666666666,0.548418024928092,0.23201856148491878,0.49107142857142855,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.26367501915113295
